"CPG_SCHEDULED_START_ON";"CPG_SCHEDULED_END_ON";"CPG_ACTUAL_START_ON";"CPG_ACTUAL_END_ON";"IT_ID";"IT_NUM";"IT_NAME";"IT_SCHEDULED_START_ON";"IT_SCHEDULED_END_ON";"IT_ACTUAL_START_ON";"IT_ACTUAL_END_ON";"TC_ID";"TC_NAME";"TC_PROJECT_ID";"TC_PROJECT";"TC_WEIGHT";"TEST_SUITE";"#_EXECUTIONS";"#_REQUIREMENTS";"#_ISSUES";"DATASET";"EXEC_STATUS";"EXEC_USER";"EXECUTION_DATE";"TC_REF";"TC_NATURE";"TC_TYPE";"TC_STATUS";"STEP_ID";"STEP_NUM";"STEP_#_REQ";"EXEC_STEP_STATUS";"EXEC_STEP_DATE";"EXEC_STEP_USER";"EXEC_STEP_#_ISSUES";"EXEC_STEP_COMMENT"
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"526";"Rok vědecká notace E";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:27:34";"TC.04.03.02.11";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"542";"7";"0";"SUCCESS";"2024/04/14 22:27:28";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"526";"Rok vědecká notace E";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:27:34";"TC.04.03.02.11";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"543";"8";"0";"SUCCESS";"2024/04/14 22:27:32";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"527";"Rok zadány pouze bílé znaky";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"FAILURE";"admin";"2024/04/14 22:28:47";"TC.04.03.02.02";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"545";"1";"0";"SUCCESS";"2024/04/14 22:27:55";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"527";"Rok zadány pouze bílé znaky";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"FAILURE";"admin";"2024/04/14 22:28:47";"TC.04.03.02.02";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"546";"2";"0";"SUCCESS";"2024/04/14 22:28:05";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"527";"Rok zadány pouze bílé znaky";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"FAILURE";"admin";"2024/04/14 22:28:47";"TC.04.03.02.02";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"547";"3";"0";"FAILURE";"2024/04/14 22:28:33";"admin";"0";"chyba je hlaska neni dekadicke cislo"
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"527";"Rok zadány pouze bílé znaky";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"FAILURE";"admin";"2024/04/14 22:28:47";"TC.04.03.02.02";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"548";"4";"0";"SUCCESS";"2024/04/14 22:28:47";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"528";"Rok pouze jedna dekadická číslice";"16";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:29:55";"TC.04.03.02.03";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"549";"1";"0";"SUCCESS";"2024/04/14 22:29:20";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"528";"Rok pouze jedna dekadická číslice";"16";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:29:55";"TC.04.03.02.03";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"550";"2";"0";"SUCCESS";"2024/04/14 22:29:28";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"528";"Rok pouze jedna dekadická číslice";"16";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:29:55";"TC.04.03.02.03";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"551";"3";"0";"SUCCESS";"2024/04/14 22:29:47";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"528";"Rok pouze jedna dekadická číslice";"16";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:29:55";"TC.04.03.02.03";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"552";"4";"0";"SUCCESS";"2024/04/14 22:29:55";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"529";"Rok zadány více než dvě dekadické číslice";"16";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:30:32";"TC.04.03.02.04";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"553";"1";"0";"SUCCESS";"2024/04/14 22:30:24";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"529";"Rok zadány více než dvě dekadické číslice";"16";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:30:32";"TC.04.03.02.04";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"554";"2";"0";"SUCCESS";"2024/04/14 22:30:26";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"529";"Rok zadány více než dvě dekadické číslice";"16";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:30:32";"TC.04.03.02.04";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"555";"3";"0";"SUCCESS";"2024/04/14 22:30:29";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"529";"Rok zadány více než dvě dekadické číslice";"16";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:30:32";"TC.04.03.02.04";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"556";"4";"0";"SUCCESS";"2024/04/14 22:30:32";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"530";"Rok zadána nečíselná hodnota";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:31:32";"TC.04.03.02.05";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"560";"1";"0";"SUCCESS";"2024/04/14 22:31:32";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"530";"Rok zadána nečíselná hodnota";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:31:32";"TC.04.03.02.05";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"557";"2";"0";"SUCCESS";"2024/04/14 22:31:18";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"530";"Rok zadána nečíselná hodnota";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:31:32";"TC.04.03.02.05";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"558";"3";"0";"SUCCESS";"2024/04/14 22:31:22";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"530";"Rok zadána nečíselná hodnota";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:31:32";"TC.04.03.02.05";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"559";"4";"0";"SUCCESS";"2024/04/14 22:31:25";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"531";"Rok zadáno znaménko +1";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:06";"TC.04.03.02.06";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"561";"1";"0";"SUCCESS";"2024/04/14 22:31:59";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"531";"Rok zadáno znaménko +1";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:06";"TC.04.03.02.06";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"562";"2";"0";"SUCCESS";"2024/04/14 22:32:01";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"531";"Rok zadáno znaménko +1";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:06";"TC.04.03.02.06";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"563";"3";"0";"SUCCESS";"2024/04/14 22:32:04";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"531";"Rok zadáno znaménko +1";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:06";"TC.04.03.02.06";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"564";"4";"0";"SUCCESS";"2024/04/14 22:32:06";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"532";"Rok zadáno znaménko -1";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:15";"TC.04.03.02.07";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"565";"1";"0";"SUCCESS";"2024/04/14 22:32:13";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"532";"Rok zadáno znaménko -1";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:15";"TC.04.03.02.07";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"566";"2";"0";"SUCCESS";"2024/04/14 22:32:14";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"532";"Rok zadáno znaménko -1";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:15";"TC.04.03.02.07";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"567";"3";"0";"SUCCESS";"2024/04/14 22:32:14";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"532";"Rok zadáno znaménko -1";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:15";"TC.04.03.02.07";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"568";"4";"0";"SUCCESS";"2024/04/14 22:32:15";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"533";"Rok zadána desetiná tečka .1 1.";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:43";"TC.04.03.02.08";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"569";"1";"0";"SUCCESS";"2024/04/14 22:32:35";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"533";"Rok zadána desetiná tečka .1 1.";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:43";"TC.04.03.02.08";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"570";"2";"0";"SUCCESS";"2024/04/14 22:32:38";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"533";"Rok zadána desetiná tečka .1 1.";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:43";"TC.04.03.02.08";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"571";"3";"0";"SUCCESS";"2024/04/14 22:32:41";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"533";"Rok zadána desetiná tečka .1 1.";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:43";"TC.04.03.02.08";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"572";"4";"0";"SUCCESS";"2024/04/14 22:32:43";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"534";"Rok zadána desetiná čárka 1 1,";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:55";"TC.04.03.02.09";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"576";"1";"0";"SUCCESS";"2024/04/14 22:32:55";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"534";"Rok zadána desetiná čárka 1 1,";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:55";"TC.04.03.02.09";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"573";"2";"0";"SUCCESS";"2024/04/14 22:32:51";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"534";"Rok zadána desetiná čárka 1 1,";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:55";"TC.04.03.02.09";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"574";"3";"0";"SUCCESS";"2024/04/14 22:32:52";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"534";"Rok zadána desetiná čárka 1 1,";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:32:55";"TC.04.03.02.09";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"575";"4";"0";"SUCCESS";"2024/04/14 22:32:54";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"535";"Rok vědecká notace 1e2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:14";"TC.04.03.02.10";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"577";"1";"0";"SUCCESS";"2024/04/14 22:33:09";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"535";"Rok vědecká notace 1e2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:14";"TC.04.03.02.10";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"578";"2";"0";"SUCCESS";"2024/04/14 22:33:12";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"535";"Rok vědecká notace 1e2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:14";"TC.04.03.02.10";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"579";"3";"0";"SUCCESS";"2024/04/14 22:33:13";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"535";"Rok vědecká notace 1e2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:14";"TC.04.03.02.10";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"580";"4";"0";"SUCCESS";"2024/04/14 22:33:14";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"536";"Rok zadána vědecká notace 1E2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:38";"TC.04.03.02.12";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"581";"1";"0";"SUCCESS";"2024/04/14 22:33:30";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"536";"Rok zadána vědecká notace 1E2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:38";"TC.04.03.02.12";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"582";"2";"0";"SUCCESS";"2024/04/14 22:33:31";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"536";"Rok zadána vědecká notace 1E2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:38";"TC.04.03.02.12";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"583";"3";"0";"SUCCESS";"2024/04/14 22:33:33";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"536";"Rok zadána vědecká notace 1E2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:38";"TC.04.03.02.12";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"584";"4";"0";"SUCCESS";"2024/04/14 22:33:38";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"537";"Rok zadána vědecká notace 1e-2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:53";"TC.04.03.02.13";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"585";"1";"0";"SUCCESS";"2024/04/14 22:33:45";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"537";"Rok zadána vědecká notace 1e-2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:53";"TC.04.03.02.13";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"586";"2";"0";"SUCCESS";"2024/04/14 22:33:51";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"537";"Rok zadána vědecká notace 1e-2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:53";"TC.04.03.02.13";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"587";"3";"0";"SUCCESS";"2024/04/14 22:33:52";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"537";"Rok zadána vědecká notace 1e-2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:33:53";"TC.04.03.02.13";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"588";"4";"0";"SUCCESS";"2024/04/14 22:33:53";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"538";"Rok zadána vědecká notace 1E-2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:34:03";"TC.04.03.02.14";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"592";"1";"0";"SUCCESS";"2024/04/14 22:34:03";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"538";"Rok zadána vědecká notace 1E-2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:34:03";"TC.04.03.02.14";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"589";"2";"0";"SUCCESS";"2024/04/14 22:34:01";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"538";"Rok zadána vědecká notace 1E-2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:34:03";"TC.04.03.02.14";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"590";"3";"0";"SUCCESS";"2024/04/14 22:34:01";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"538";"Rok zadána vědecká notace 1E-2";"16";"OKS-07";"LOW";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:34:03";"TC.04.03.02.14";"NAT_UNDEFINED";"TYP_UNDEFINED";"WORK_IN_PROGRESS";"591";"4";"0";"SUCCESS";"2024/04/14 22:34:02";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"540";"Pořadové číslo nezadáno";"16";"OKS-07";"HIGH";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:34:12";"TC.04.03.03.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"593";"1";"0";"SUCCESS";"2024/04/14 22:34:09";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"540";"Pořadové číslo nezadáno";"16";"OKS-07";"HIGH";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:34:12";"TC.04.03.03.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"594";"2";"0";"SUCCESS";"2024/04/14 22:34:09";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"540";"Pořadové číslo nezadáno";"16";"OKS-07";"HIGH";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:34:12";"TC.04.03.03.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"595";"3";"0";"SUCCESS";"2024/04/14 22:34:10";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"540";"Pořadové číslo nezadáno";"16";"OKS-07";"HIGH";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:34:12";"TC.04.03.03.01";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"596";"4";"0";"SUCCESS";"2024/04/14 22:34:12";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"541";"Pořadové číslo vědecká notace E";"16";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:34:21";"TC.04.03.03.14";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"597";"1";"0";"SUCCESS";"2024/04/14 22:34:19";"admin";"0";""
"";"";"";"";"89";"1";"Iterace";"";"";"";"";"541";"Pořadové číslo vědecká notace E";"16";"OKS-07";"MEDIUM";"";"1";"1";"0";"";"SUCCESS";"admin";"2024/04/14 22:34:21";"TC.04.03.03.14";"NAT_FUNCTIONAL_TESTING";"TYP_COMPLIANCE_TESTING";"WORK_IN_PROGRESS";"598";"2";"0";"SUCCESS";"2024/04/14 22:34:19";"admin";"0";""
